Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island Region, 17-2112, Industrial Engineers,1430,96270,93350,65370,111720
10,5,Long Island Region, 17-2131, Materials Engineers,n/a,97870,92310,72680,110470
10,5,Long Island Region, 17-2141, Mechanical Engineers,1110,101600,95380,65400,119710
10,5,Long Island Region, 17-2199," Engineers, All Other",600,97980,95540,58460,117740
10,5,Long Island Region, 17-3011, Architectural and Civil Drafters,1100,60490,56870,42080,69700
10,5,Long Island Region, 17-3012, Electrical and Electronics Drafters,110,70580,72390,43030,84350
10,5,Long Island Region, 17-3013, Mechanical Drafters,370,60070,58010,42310,68950
10,5,Long Island Region, 17-3019," Drafters, All Other",230,67490,62920,50670,75900
10,5,Long Island Region, 17-3022, Civil Engineering Technicians,250,65100,62770,48740,73280
10,5,Long Island Region, 17-3023, Electrical and Electronic Engineering Technicians,1010,65980,66120,44410,76760
10,5,Long Island Region, 17-3024, Electro-Mechanical Technicians,n/a,77960,81530,52600,90640
10,5,Long Island Region, 17-3025, Environmental Engineering Technicians,n/a,73300,74600,53720,83090
10,5,Long Island Region, 17-3026, Industrial Engineering Technicians,270,60660,59810,41820,70080
10,5,Long Island Region, 17-3027, Mechanical Engineering Technicians,190,73380,75050,46620,86750
10,5,Long Island Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",300,75650,74680,47320,89810
10,5,Long Island Region, 17-3031, Surveying and Mapping Technicians,n/a,54230,52190,35450,63620
10,5,Long Island Region, 19-0000,"Life, Physical, and Social Science Occupations",8180,83280,74230,46440,101700
10,5,Long Island Region, 19-1012, Food Scientists and Technologists,n/a,71800,69140,36320,89550
10,5,Long Island Region, 19-1021, Biochemists and Biophysicists,210,63680,50160,44470,73280
10,5,Long Island Region, 19-1022, Microbiologists,150,89690,85580,53020,108030
10,5,Long Island Region, 19-1023, Zoologists and Wildlife Biologists,n/a,78090,75690,60960,86660
10,5,Long Island Region, 19-1029," Biological Scientists, All Other",n/a,84250,77030,51500,100620
10,5,Long Island Region, 19-1031, Conservation Scientists,n/a,95390,97010,87750,99210
10,5,Long Island Region, 19-1041, Epidemiologists,n/a,109750,106790,81970,123630
10,5,Long Island Region, 19-1042," Medical Scientists, Except Epidemiologists",930,97880,82440,59710,116960
10,5,Long Island Region, 19-2012, Physicists,n/a,159250,152870,107950,184900
10,5,Long Island Region, 19-2031, Chemists,720,79180,71710,47140,95200
10,5,Long Island Region, 19-2032, Materials Scientists,n/a,119770,120180,93800,132760
10,5,Long Island Region, 19-2041,"Environmental Scientists and Specialists, Including Health",730,80170,75490,54740,92890
10,5,Long Island Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",n/a,82970,77390,56550,96190
10,5,Long Island Region, 19-2099," Physical Scientists, All Other",n/a,101170,106880,66940,118280
10,5,Long Island Region, 19-3031," Clinical, Counseling, and School Psychologists",1830,98960,97680,63620,116630
10,5,Long Island Region, 19-3051, Urban and Regional Planners,110,87570,83800,58000,102350
10,5,Long Island Region, 19-3093, Historians,n/a,52700,44090,27860,65130
10,5,Long Island Region, 19-3099," Social Scientists and Related Workers, All Other",n/a,98080,98030,67220,113500
10,5,Long Island Region, 19-4021, Biological Technicians,390,49430,47050,32180,58060
10,5,Long Island Region, 19-4031, Chemical Technicians,560,47700,46170,30890,56100
10,5,Long Island Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",320,53360,52420,35480,62300
10,5,Long Island Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",790,61340,59180,43150,70430
10,5,Long Island Region, 21-0000,Community and Social Service Occupations,18240,59050,52230,30490,73330
10,5,Long Island Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",2420,88790,89060,48010,109180
10,5,Long Island Region, 21-1013, Marriage and Family Therapists,n/a,53960,55300,36460,62720
10,5,Long Island Region, 21-1015, Rehabilitation Counselors,790,39130,33190,28270,44550
10,5,Long Island Region, 21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",1860,48130,42940,33520,55440
10,5,Long Island Region, 21-1019," Counselors, All Other",n/a,53550,41180,32560,64050
10,5,Long Island Region, 21-1021," Child, Family, and School Social Workers",2300,72860,65460,41360,88610
10,5,Long Island Region, 21-1022, Healthcare Social Workers,1820,62170,63820,37870,74320
10,5,Long Island Region, 21-1023, Mental Health and Substance Abuse Social Workers,1150,59340,57280,42970,67530
10,5,Long Island Region, 21-1029,"Social Workers, All Other",560,71100,72600,54210,79540
10,5,Long Island Region, 21-1091, Health Educators,280,58660,60100,30080,72950
10,5,Long Island Region, 21-1092,Probation Officers and Correctional Treatment Specialists,460,86670,89750,67350,96330
10,5,Long Island Region, 21-1093, Social and Human Service Assistants,3130,36750,32960,27290,41480
10,5,Long Island Region, 21-1094, Community Health Workers,820,47000,39760,26940,57030
10,5,Long Island Region, 21-1099,"Community and Social Service Specialists, All Other",530,59140,57960,38010,69710
10,5,Long Island Region, 21-2011, Clergy,1170,61180,58170,26610,78460
10,5,Long Island Region, 21-2021," Directors, Religious Activities and Education",750,43140,32950,24960,52990
10,5,Long Island Region, 21-2099," Religious Workers, All Other",120,31380,24960,24960,35610
10,5,Long Island Region, 23-0000,Legal Occupations,14620,106810,85930,47380,136530
10,5,Long Island Region, 23-1011, Lawyers,8740,135330,117990,68170,168910
10,5,Long Island Region, 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",190,98430,92740,78560,108370
10,5,Long Island Region, 23-1022," Arbitrators, Mediators, and Conciliators",n/a,86480,87330,62540,98450
10,5,Long Island Region, 23-1023," Judges, Magistrate Judges, and Magistrates",210,161850,171320,128610,178480
10,5,Long Island Region, 23-2011, Paralegals and Legal Assistants,4120,57290,53200,37060,67410
10,5,Long Island Region, 23-2091, Court Reporters,300,74040,75360,37150,92490
10,5,Long Island Region, 23-2093," Title Examiners, Abstractors, and Searchers",n/a,60120,56960,41130,69620
10,5,Long Island Region, 23-2099," Legal Support Workers, All Other",280,62210,58640,36230,75200
10,5,Long Island Region, 25-0000,"Education, Training, and Library Occupations",102410,75680,64530,29650,98690
10,5,Long Island Region, 25-1011," Business Teachers, Postsecondary",940,83310,66250,43410,103260
10,5,Long Island Region, 25-1021," Computer Science Teachers, Postsecondary",260,105800,96620,58910,129250
10,5,Long Island Region, 25-1022," Mathematical Science Teachers, Postsecondary",470,100750,83750,47970,127130
10,5,Long Island Region, 25-1032," Engineering Teachers, Postsecondary",270,120360,112390,75670,142700
10,5,Long Island Region, 25-1042," Biological Science Teachers, Postsecondary",380,110480,98110,52270,139580
10,5,Long Island Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",110,107480,102350,70250,126100
10,5,Long Island Region, 25-1052," Chemistry Teachers, Postsecondary",220,107840,98130,58520,132500
10,5,Long Island Region, 25-1053," Environmental Science Teachers, Postsecondary",n/a,60780,53390,35620,73360
10,5,Long Island Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",n/a,78720,75520,45680,95240
10,5,Long Island Region, 25-1063," Economics Teachers, Postsecondary",n/a,119280,106100,64000,146920
10,5,Long Island Region, 25-1065," Political Science Teachers, Postsecondary",100,97730,84540,40920,126140
10,5,Long Island Region, 25-1066," Psychology Teachers, Postsecondary",340,79130,71170,44640,96380
10,5,Long Island Region, 25-1067," Sociology Teachers, Postsecondary",n/a,90910,80320,54970,108880
10,5,Long Island Region, 25-1069,"Social Sciences Teachers, Postsecondary, All Other",230,95950,85390,45280,121280
10,5,Long Island Region, 25-1071," Health Specialties Teachers, Postsecondary",2410,127370,91330,55170,163480
10,5,Long Island Region, 25-1072," Nursing Instructors and Teachers, Postsecondary",700,84790,82920,45640,104360
10,5,Long Island Region, 25-1081," Education Teachers, Postsecondary",350,81030,75080,47350,97870
10,5,Long Island Region, 25-1082," Library Science Teachers, Postsecondary",n/a,90800,91190,73660,99370
10,5,Long Island Region, 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",n/a,62830,51220,44390,72050
10,5,Long Island Region, 25-1113," Social Work Teachers, Postsecondary",120,80250,78170,60380,90180
10,5,Long Island Region, 25-1121," Art, Drama, and Music Teachers, Postsecondary",1280,81930,64540,46540,99620
10,5,Long Island Region, 25-1122," Communications Teachers, Postsecondary",310,73740,65000,43690,88770
10,5,Long Island Region, 25-1123,"English Language and Literature Teachers, Postsecondary",690,83910,71040,49090,101310
10,5,Long Island Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",340,77210,62310,40220,95700
10,5,Long Island Region, 25-1125," History Teachers, Postsecondary",180,99120,92020,52180,122590
10,5,Long Island Region, 25-1126," Philosophy and Religion Teachers, Postsecondary",310,79280,69660,42110,97870
10,5,Long Island Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",100,90690,81280,52820,109620
10,5,Long Island Region, 25-1194," Vocational Education Teachers, Postsecondary",480,64280,61870,34640,79100
10,5,Long Island Region, 25-1199,"Postsecondary Teachers, All Other",380,90490,66240,44010,113730
10,5,Long Island Region, 25-2011," Preschool Teachers, Except Special Education",4080,36200,31680,25100,41750
10,5,Long Island Region, 25-2012," Kindergarten Teachers, Except Special Education",920,110790,115840,80850,125760
10,5,Long Island Region, 25-2021,"Elementary School Teachers, Except Special Education",13420,108010,114030,72910,125560
10,5,Long Island Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6400,108380,113940,76650,124250
10,5,Long Island Region, 25-2023,"Career/Technical  Education Teachers, Middle School",180,101640,111380,67590,118670
10,5,Long Island Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",14310,107730,112380,72990,125110
10,5,Long Island Region, 25-2032,"Career/Technical Education Teachers, Secondary School",520,100130,98400,65550,117420
10,5,Long Island Region, 25-2051," Special Education Teachers, Preschool",990,86970,72370,52050,104430
10,5,Long Island Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",3350,93270,93860,55650,112080
10,5,Long Island Region, 25-2053," Special Education Teachers, Middle School",1800,103410,107920,75270,117470
10,5,Long Island Region, 25-2054," Special Education Teachers, Secondary School",2250,97520,100970,56470,118050
10,5,Long Island Region, 25-2059," Special Education Teachers, All Other",280,63200,56920,29610,79990
10,5,Long Island Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,440,86100,85090,51930,103190
10,5,Long Island Region, 25-3021, Self-Enrichment Education Teachers,5410,44920,35750,24960,54930
10,5,Long Island Region, 25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",1430,82870,44720,25680,111470
10,5,Long Island Region, 25-3098,Substitute teachers,7240,42020,39290,31840,47100
10,5,Long Island Region, 25-4011, Archivists,n/a,55810,49610,40670,63380
10,5,Long Island Region, 25-4012, Curators,n/a,62060,56950,36170,75010
10,5,Long Island Region, 25-4013, Museum Technicians and Conservators,160,53670,52490,38750,61130
10,5,Long Island Region, 25-4021, Librarians,2240,78850,74620,53570,91500
10,5,Long Island Region, 25-4031, Library Technicians,1440,31080,25510,24960,35150
10,5,Long Island Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,68350,63060,45920,79570
10,5,Long Island Region, 25-9031, Instructional Coordinators,950,74720,63950,37220,93470
10,5,Long Island Region, 25-9041, Teacher Assistants,21600,32030,28730,24960,36410
10,5,Long Island Region, 25-9099,"Education, Training, and Library Workers, All Other",180,49330,48860,32450,57770
10,5,Long Island Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",13190,62440,50470,28870,79230
10,5,Long Island Region, 27-1011, Art Directors,200,90590,85530,69530,101120
10,5,Long Island Region, 27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",n/a,51580,39680,24960,65140
10,5,Long Island Region, 27-1014, Multimedia Artists and Animators,n/a,48020,39600,32690,55690
10,5,Long Island Region, 27-1021, Commercial and Industrial Designers,150,66460,62920,36680,81350
10,5,Long Island Region, 27-1022, Fashion Designers,220,77800,70690,44240,94580
10,5,Long Island Region, 27-1023, Floral Designers,390,38340,37410,26420,44300
10,5,Long Island Region, 27-1024, Graphic Designers,1890,53310,50490,36020,61950
10,5,Long Island Region, 27-1025, Interior Designers,470,52670,46400,34820,61590
10,5,Long Island Region, 27-1026, Merchandise Displayers and Window Trimmers,1570,31480,26970,24960,35680
10,5,Long Island Region, 27-1029," Designers, All Other",n/a,67220,65490,39820,80920
10,5,Long Island Region, 27-2012, Producers and Directors,320,87680,83870,43020,110010
10,5,Long Island Region, 27-2022, Coaches and Scouts,1800,55320,47830,29820,68070
10,5,Long Island Region, 27-2023," Umpires, Referees, and Other Sports Officials",130,50860,46870,26550,63020
10,5,Long Island Region, 27-2041, Music Directors and Composers,160,77800,59100,28660,102360
10,5,Long Island Region, 27-3011, Radio and Television Announcers,n/a,60740,39510,28740,76740
10,5,Long Island Region, 27-3012, Public Address System and Other Announcers,n/a,57110,49140,39510,65910
10,5,Long Island Region, 27-3022, Reporters and Correspondents,n/a,41830,42700,32640,46430
10,5,Long Island Region, 27-3031, Public Relations Specialists,1240,69110,66300,41670,82830
10,5,Long Island Region, 27-3041, Editors,980,70340,59720,38840,86100
10,5,Long Island Region, 27-3042, Technical Writers,260,68650,62270,47340,79310
10,5,Long Island Region, 27-3043, Writers and Authors,230,106090,73770,30880,143700
10,5,Long Island Region, 27-3091, Interpreters and Translators,110,58960,55020,35120,70890
10,5,Long Island Region, 27-4011, Audio and Video Equipment Technicians,470,55600,53510,37020,64890
10,5,Long Island Region, 27-4012, Broadcast Technicians,n/a,55500,48040,33840,66330
10,5,Long Island Region, 27-4021, Photographers,550,50910,34800,24960,64800
10,5,Long Island Region, 27-4031,"Camera Operators, Television, Video, and Motion Picture",n/a,56330,54960,41510,63750
10,5,Long Island Region, 27-4032, Film and Video Editors,n/a,66990,63200,31440,84770
10,5,Long Island Region, 27-4099,"Media and Communication Equipment Workers, All Other",n/a,48480,38030,28480,58490
10,5,Long Island Region, 29-0000,Healthcare Practitioners and Technical Occupations,90470,101880,89540,52790,126430
10,5,Long Island Region, 29-1011, Chiropractors,350,85390,84260,66830,94660
10,5,Long Island Region, 29-1021," Dentists, General",1170,159290,129740,114950,181450
10,5,Long Island Region, 29-1022, Oral and Maxillofacial Surgeons,220,271490,,,
10,5,Long Island Region, 29-1023, Orthodontists,n/a,273420,,,
10,5,Long Island Region, 29-1029," Dentists, All Other Specialists",n/a,248300,,,
10,5,Long Island Region, 29-1031, Dietitians and Nutritionists,650,72190,72140,57390,79590
10,5,Long Island Region, 29-1041, Optometrists,360,127050,118970,89490,145830
10,5,Long Island Region, 29-1051, Pharmacists,2640,130820,133670,101530,145470
10,5,Long Island Region, 29-1061, Anesthesiologists,680,279850,,,
10,5,Long Island Region, 29-1062, Family and General Practitioners,420,184530,159800,143180,205210
10,5,Long Island Region, 29-1063," Internists, General",690,200410,166720,100670,250280
10,5,Long Island Region, 29-1064, Obstetricians and Gynecologists,280,234090,,126340,287970
10,5,Long Island Region, 29-1065," Pediatricians, General",500,182520,163920,109040,219260
